@relation segment0
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}

@data
29.0,111.0,9.0,0.0,0.0,0.38888884,0.24074061,0.6111111,0.15185188,5.4074073,6.888889,6.3333335,3.0,4.4444447,2.7777777,-7.222222299999999,6.888889,0.56415343,-0.89785874,positive
69.0,85.0,9.0,0.11111111,0.0,3.1111114,8.207409,3.9444440000000003,9.440739,21.444445,20.444445,28.111109999999996,15.777778,-3.0,20.0,-17.0,28.111109999999996,0.43740398,-1.6598793,positive
6.0,51.0,9.0,0.0,0.0,1.6666666,1.9999988999999998,1.611111,2.1074072999999998,19.592592,18.777779000000002,25.666666,14.333332999999998,-2.4444444,18.222220999999998,-15.777778,25.666666,0.44286063,-1.6812904,positive
178.0,128.0,9.0,0.0,0.0,0.44444433,0.34074068,0.88888866,0.2074075,5.9259257000000005,7.888889,6.4444447,3.4444443999999996,5.888889,1.5555556000000001,-7.4444447,7.888889,0.56371254,-0.7213002,positive
239.0,122.0,9.0,0.0,0.0,0.27777776,0.06296293,0.33333334,0.17777774,5.5555553,7.0,6.666666499999999,3.0,4.3333335,3.3333333,-7.666666499999999,7.222222299999999,0.5813491999999999,-0.95343477,positive
121.0,60.0,9.0,0.0,0.0,2.277778,2.329629,2.888889,2.8740742000000004,26.740740000000002,24.666666,35.22222,20.333334,-6.222222299999999,25.444445,-19.222220999999998,35.22222,0.4223002,-1.776113,positive
90.0,101.0,9.0,0.11111111,0.0,0.8888893,0.3851848,1.7222223,1.8851866000000002,20.074074,20.333334,25.0,14.888889,0.7777778000000001,14.777778,-15.555554999999998,25.0,0.40403765,-1.5201249,positive
88.0,89.0,9.0,0.0,0.0,0.7777774000000001,0.38518468,3.6666667,4.0444417,22.333334,21.666666,28.444445,16.88889,-2.0,18.333334,-16.333334,28.444445,0.40368655,-1.6255868999999998,positive
86.0,88.0,9.0,0.11111111,0.0,2.055556,1.8851848000000002,1.7222220000000001,3.3962943999999995,21.148148000000003,21.444445,26.333334000000004,15.666667000000002,0.8888889000000001,15.555554999999998,-16.444445,26.333334000000004,0.40511805,-1.5125551000000002,positive
127.0,120.0,9.0,0.11111111,0.0,1.6666666,0.8444448,3.222222,4.0296273000000005,23.666666,22.11111,30.444445,18.444445,-4.6666665,20.333334,-15.666667000000002,30.444445,0.39486286,-1.7648901000000001,positive
14.0,138.0,9.0,0.0,0.0,0.50000006,0.12222217,0.50000006,0.077777766,4.962962999999999,6.777777700000001,5.4444447,2.6666667,5.4444447,1.4444443999999999,-6.888889,6.777777700000001,0.6038359999999999,-0.72289366,positive
97.0,130.0,9.0,0.0,0.0,0.72222215,0.50740737,1.0555556000000001,0.685185,5.851852,7.333333500000001,6.888889,3.3333333,4.4444447,3.1111112000000003,-7.5555553,7.666666499999999,0.5701058000000001,-0.96304834,positive
222.0,114.0,9.0,0.0,0.0,0.27777776,0.06296293,0.44444433,0.074074075,5.4444447,6.111111,7.333333500000001,2.8888887999999997,2.0,5.6666665,-7.666666499999999,7.333333500000001,0.6031746,-1.3145328,positive
192.0,142.0,9.0,0.11111111,0.0,0.50000006,0.12222217,1.5000001,0.52222186,4.6666665,6.777777700000001,4.888889,2.3333334999999997,6.3333335,0.6666667,-7.0,6.777777700000001,0.662037,-0.60486406,positive
101.0,72.0,9.0,0.0,0.0,2.5000002,4.7444440000000005,1.7777777,6.2962940000000005,26.481482,23.555555,35.77778,20.11111,-8.777778,27.888890000000004,-19.11111,35.77778,0.43689529999999993,-1.8461578999999997,positive
140.0,125.0,9.0,0.0,0.0,0.2777779,0.06296301,0.66666675,0.31111118,6.185185,7.333333500000001,7.666666499999999,3.5555556000000004,3.4444443999999996,4.4444447,-7.888889,7.777777700000001,0.5456349,-1.1218181999999999,positive
23.0,85.0,9.0,0.0,0.0,1.4444445,1.0518524999999999,1.7777779999999999,0.96296287,17.962963000000002,18.88889,21.88889,13.111111,2.7777777,11.777778,-14.555554999999998,21.88889,0.39975148,-1.386867,positive
65.0,143.0,9.0,0.0,0.0,0.3333334,0.13333334,0.44444449999999996,0.074074075,5.037037000000001,6.5555553,5.888889,2.6666667,4.5555553,2.5555556,-7.111111,6.666666499999999,0.5952381,-0.90741616,positive
17.0,64.0,9.0,0.0,0.0,1.4444443,1.3629619,1.6666664,1.4222221000000002,18.88889,17.555555,25.11111,14.0,-4.0,18.666666,-14.666667000000002,25.11111,0.44109204,-1.7555053,positive
69.0,75.0,9.0,0.11111111,0.0,2.111111,1.4074076000000002,1.5000003999999998,2.2111099999999997,22.74074,22.0,29.333334000000004,16.88889,-2.2222223,19.777779000000002,-17.555555,29.333334000000004,0.42350119999999997,-1.6418816999999999,positive
98.0,119.0,9.0,0.22222222,0.0,1.4444447,0.51851857,2.5555556,5.585183,21.592592,21.333334,27.333334000000004,16.11111,-0.7777778000000001,17.222220999999998,-16.444445,27.333334000000004,0.40821064,-1.5789601,positive
28.0,131.0,9.0,0.0,0.0,0.22222216,0.074074045,0.77777773,0.20740731,5.185185,6.666666499999999,6.0,2.8888887999999997,4.4444447,2.4444444,-6.888889,6.666666499999999,0.56613755,-0.87464094,positive
95.0,109.0,9.0,0.0,0.0,1.0,0.4888888,1.9444443,2.729629,17.25926,19.222220999999998,20.0,12.555555,5.888889,8.222222,-14.111111,20.444445,0.38499743,-1.1312037,positive
108.0,123.0,9.0,0.0,0.0,0.6111112,0.24074072,0.66666675,0.26666668,6.740741000000001,8.222222,8.0,4.0,4.4444447,3.7777777,-8.222222,8.444445,0.5244709,-0.9857292999999999,positive
29.0,81.0,9.0,0.11111111,0.0,2.6111107000000002,3.7518525,2.7222216,3.7518525,20.481482,20.11111,26.11111,15.222222,-1.1111111999999999,16.88889,-15.777778,26.11111,0.41266233,-1.5663354,positive
95.0,57.0,9.0,0.0,0.0,1.8333327000000001,3.4111105999999998,2.1111107000000002,1.7185175,26.296296999999996,24.666666,34.444447,19.777779000000002,-4.888889,24.444445,-19.555555,34.444447,0.42569095,-1.7390173999999998,positive
38.0,146.0,9.0,0.0,0.0,0.4999999,0.12222217,0.6666667,0.26666668,5.111111,5.6666665,6.777777700000001,2.8888887999999997,1.6666666,5.0,-6.666666499999999,6.888889,0.5714286,-1.2583578000000002,positive
