@relation glass4
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}

@data
1.5196925,12.63855,0.0,1.65104,73.7524,0.37881,11.53092,0.0,0.0,positive
1.51914578,12.73165,1.84988,1.85969,72.6884,0.60237,10.089080000000001,0.0,0.0,positive
1.5151364999999999,14.00845,2.68053,3.5,69.8884,1.68291,5.87116,2.1987,0.0,positive
1.51315464,13.0176,0.0,3.04097,70.482,6.21,6.95792,0.0,0.0,positive
1.52119598,12.97105,0.32777,1.5098,73.3884,0.13041,11.272680000000001,0.0,0.1428,positive
1.5215149,11.02925,1.71069,1.56116,73.4388,0.57753,11.617,0.0,0.0,positive
1.5132002,12.99765,0.0,3.0185,70.7004,6.21,6.92564,0.0,0.0,positive
1.51666276,12.857999999999999,0.0,1.8308,73.8812,0.9687600000000001,10.17516,0.0,0.0,positive
1.523679,13.4432,0.0,1.5804200000000002,72.218,0.32292,12.24108,0.0,0.0,positive
1.52042146,13.3767,0.0,1.40066,72.2516,0.32913000000000003,12.499319999999999,0.0,0.0,positive
1.51994308,13.2703,0.0,1.7601799999999999,73.03,0.47196000000000005,11.315719999999999,0.0,0.0,positive
1.52058092,12.85135,1.61191,2.1710599999999998,72.1788,0.75762,9.70172,0.2394,0.2601,positive
1.52171992,11.56125,1.8813099999999998,1.56116,72.862,0.47196000000000005,11.412560000000001,0.0,0.0,positive
1.51696842,12.859091791044776,3.435386119402985,1.3936171641791044,73.06528955223881,0.5905988059701492,8.427382686567164,0.014010447761194228,0.05533880597014926,negative
1.520207328,14.1215,0.20204999999999984,1.113686,73.10616,0.085698,11.152168,0.0,0.00816,negative
1.5169796090909091,14.607554545454546,0.15837454545454577,1.9119254545454545,73.3544,0.12815181818181826,8.237381818181818,1.5589636363636366,0.006954545454545449,negative
1.5262607333333331,11.233183333333333,0.0,1.13316,72.82653333333333,0.2691,14.296240000000001,2.7755575615628914e-17,0.0578,negative
1.522393557142857,13.79755,3.6775238095238096,0.7687485714285716,71.72386666666667,0.12094714285714281,9.824700952380953,-2.7755575615628914e-17,0.03254285714285714,negative
1.53124196,10.73,0.0,2.1004400000000003,69.81,0.57753,13.29556,3.15,0.1428,negative
1.5148745300000002,14.2794375,3.30464,1.9632125,72.0528,1.1193525,6.41185,0.7048125000000001,0.015299999999999998,negative
1.51652608,11.94695,0.0,1.1888,75.1804,2.7013499999999997,8.927,0.0,0.0,negative
1.5198229672727273,14.28895909090909,1.9584563636363637,1.6052245454545455,72.03574545454545,0.2252536363636364,9.536407272727272,0.24627272727272725,0.062127272727272725,negative
1.517954124590164,13.43745,3.5985509836065575,1.321515081967213,72.48955409836066,0.5164480327868852,8.443858360655737,0.017092622950819786,0.033191803278688536,negative
1.51115,17.38,0.0,0.3413600000000001,75.41,0.0,6.64588,0.0,0.0,negative
1.52928288,12.880166666666668,0.0,1.00904,71.14093333333334,0.12420000000000003,14.676426666666668,2.7755575615628914e-17,0.0578,negative
1.5159148166666667,14.5615375,8.881784197001252e-16,2.5388725,73.23113333333333,0.03570750000000006,8.934173333333334,0.6460125,0.07904999999999998,negative
